row_index,claim,cluster_id,membership_prob
270,"This ready-to-use resource teaches students to restate the question, answer completely, cite evidence from the text, and explain their thinking. It is perfect for test prep, reading responses, or everyday writing practice. This no-prep activity will save you planning time while giving your students the structured support they need.",109,0.7403071429160851
271,Air quality alerts because of wildfire smoke have been issued 30 times so far this year by the Minnesota Pollution Control Agency. That brings the state closer to the 41 alerts issued in parts of Minnesota in 2023 and the 37 alerts in 2021.,47,1.0
272,"Animal agriculture alone is responsible for over half of food-related emissions, 83% of farmland use, and the majority of deforestation and species extinction — yet provides less than 20% of our calories. Food is the #1 driver of ecological collapse. We’re rapidly overshooting planetary boundaries from methane emissions to nitrogen pollution, freshwater use, land degradation, and ocean acidification — our global food system is pushing Earth systems beyond safe limits. A plant-based transition could cut food-related land use by up to 75%, reduce methane by up to 45%, reverse biodiversity loss and regenerate ecosystems, improve global health and reduce antibiotic resistance, and ensure food justice, especially for Indigenous communities and the world’s poor.",-1,0.0
273,"We’ve compiled a collection of prepackaged lesson plans spanning topics in wildlife, ecosystems, and human impact. Planning for the year has never been easier.",14,0.3009325752385941
276,"At CEEJH INC, we INpower everyday people to become changemakers, from collecting data to shaping policy.",111,0.9520785443784596
277,"From Flint to Philly, lead is capping the potential of Black, Brown, and low-income children across the country. From toxic air to forced displacement, environmental injustice is still shaping where—and how—our communities live.",-1,0.0
279,"Pres. Trump’s EPA is proposing to eliminate these public health safeguards that would require air pollution reductions at the Colstrip coal-fired power plant in Montana, a plant with the highest toxic air pollution rate in the nation. Montana communities and Tribes deserve the same basic air quality protections as other coal communities in the country, even if Montana’s Congressional delegation refuses to acknowledge the harm coming from this unchecked mega-polluter.",29,0.811163046037059
281,Electric bills are rising faster than inflation.,74,1.0
283,A barren schoolyard is now a thriving green oasis for 600 kids.,7,0.6790533229051676
284,"In India, electric buses, and scooters are cutting pollution and saving people money. Charging stations are being ripped out and EV incentives are being slashed in the U.S.",50,0.6765456168393476
285,"The most underrated source of microplastic we spread on our houses, roads and boats in bright colours is posing a less cheerful environmental challenge to ecosystems and human health.",5,1.0
286,"Europeans have been pushing back on overtourism. For many the issue is more than just crowds, it’s also pollution from vessels that visitors ride in on.",-1,0.0
287,"The climate crisis and natural disasters are threatening human rights, increasing poverty, destroying livelihoods, straining community relations and ultimately creating conditions for further forced displacement.",49,0.9691424721330215
288,"Rows of tents house detainees and employees, bringing human waste, increased traffic, noise and light pollution. Previously unimproved sections of the site have been filled and paved; roads have been added and expanded; and the night sky over Big Cypress National Preserve now glows like Yankee Stadium, visible from 15 miles away. Construction is not yet complete, and we anticipate long-term damage to this fragile ecosystem. Friends of the Everglades and Center for Biological Diversity filed suit to halt activity at so-called 'Alligator Alcatraz' and force a legally mandated environmental impact analysis to be done.",12,0.9800500784655123
289,"I help turn PET bottles, nylon sachets, cartons, cans, or used plastics into something useful and valuable.",5,1.0
292,That means more cancer-causing chemicals in the air.,40,0.5302971257714286
294,The Trump EPA is working to weaken safeguards against pollution worsening extreme heat.,15,1.0
295,"The Trump administration is trying to roll back the protections meant to stop both dangerous heat and dirty air, which are both health risks.",15,0.28669095162327757
296,"Pollution from burning fossil fuels is making extreme weather worse, driving up costs and hurting our kids.",-1,0.0
297,"A new luxury apartment renting for $25,000 a month shows that District 39 is growing and attracting new opportunities. Longtime residents are worried about rising costs and being pushed out of their homes.",-1,0.0
298,"They’re being threatened by privatization, pollution, and the Trump administration’s drill-first agenda.",-1,0.0
299,Nearly 2 million people now live near a facility that received a ‘presidential exemption’ to dodge existing clean air rules.,-1,0.0
301,"In the Trump administration’s latest attack on science, the EPA is shutting down essential research labs where scientists study pollution.",15,1.0
302,"We all see the changing weather, rising pollution, and disappearing greenery. These are clear signs of environmental imbalance.",49,1.0
303,"Without a fully-funded disaster-response agency to deliver emergency aid, shelter, and other resources, it will put more lives at risk and Americans will struggle to recover and build back when catastrophes happen.",14,0.35915948480574406
