cid,text,stance,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_topic,bert_topic,final_theme_llm_theme,final_theme_llm_summary,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
bafyreiepym5zdc2dhpdda6zgqfg4kjaikp2riwdl6zy7wwzhopgyvzsrgu,"Gift link to WaPo article on #HeatPumps

If your community has not already put a stop to adding more fossil fuel infrastructure like gas piping into new construction than you have a project to work on in 2025.

In Europe, heat pump installers are also facing a wave of misinformation. Last year […]",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreidrjgmudthevxgk2j56vwk6gnogbfya3pemazx4mzxa2ro4qy7xsy,"By integrating 3D data from various platforms, stereoscopic remote sensing observation provides a comprehensive and dynamic perspective of #mountain #ecosystems, which is essential for disaster management, #climate adaptation, and #sustainable development.
doi.org/10.1016/j.xi...
#remotesensing",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreih7te2bvfxsbzymfqoii24kiyflnf54vebqeg3tg3nhoixpxqwtpm,"i know this sounds crazy but the tennis world has only a few years to reconcile the effect of climate change on Aussie Open. 

IMO, it will be a safety concern  for fans and players. it’s just not sustainable as a mid January date.",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiclou3aklwglejwkk4rlllmji3erdjopni3r5qays3or4p2qp3gla,"How cutting US air pollution could save 6,000 lives a year by 2030

Read more

#Pollution #Fossil #Climate",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220110936321721,We need your help to keep telling the stories the world needs right now. Any donation helps - big or small.,Neutral,,,,"one, people, thing, get, u",,,20.0,-1_action_environmental_public_green,"**""Climate crisis advocacy""**",Agriculture policy updates,110038557114533.0,Imagine5,2025-06-19,2025-06-19,2025-06-19,,We need your help to keep telling the stories the world needs right now. Any donation helps - big or small.,Your donation fuels stories that can save our planet.,imagine5.com,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",EUR,,,"facebook,instagram",lower_bound: 1000001,en
4331221370437660,"TULSA — Our Wildcatters Wednesday luncheon is headed to the Tulsa Country Club TOMORROW! Join us from 11:30am-1:00pm for unrivaled networking opportunities with your oil and natural gas industry peers and an educational talk from our featured speaker, Michael McKenna. McKenna is the president of MWR Strategies and a contributing editor at The Washington Times. He recently served as deputy assistant to President Trump and as deputy director of the office of legislative affairs at the White House. Register here: https://bit.ly/4gAM7DQ",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiapcegji44znluygqfvcjgpzrs2fddspxlyedklievyq5t7ylqwia,"WASHINGTON (AP) — Fossil fuel executive Chris Wright confirmed as energy secretary, a key role in Trump’s quest for US ‘energy dominance’",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174845324306387,"Climate activists are raising concerns about police acting as private security for Drax Power Station. They argue that law enforcement should protect communities, not corporations. Read more about this developing story and its impact on the fight against climate change. https://www.theguardian.com/business/article/2024/aug/25/police-acting-as-private-security-for-drax-power-station-say-climate-activists",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreifc2yyiiyn366mgr6cdxdpd5rn7qeroeqjxbhb3tv2ja6cuds7m7y,"ClimateChangePost: Wildfire smoke particles can be deadly, and climate change will increase health risk www.climatechangepost.com/news/wildfir...

wapo.st/3SxxfLS",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreigzq34lwwli7wcaa3arrnhbssr322d2xv5v2hdjkyz7ztycd6egda,"FYI, climate change is a global phenomenon. So move where? Mars?",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520355287541410,🚨 Florida Families are struggling. Gas prices are up 42% ⛽️ and groceries are up 22% 🛒. We can’t keep living like this. I’m ready to fight inflation by ramping up domestic energy production and putting an end to reckless spending. 💪📉 Let’s fix this together!,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039896731473630,"🚨 ACTION ALERT: Some in Congress are trying to take away our freedom to fight air pollution by blocking the clean car standards that help #NV families breathe easier and save money. 

This would strip our right to choose stronger protections in the future.

💬 Nevadans deserve a say in our own air quality. 

✍️ Add your name to tell @SenCortezMasto and @SenJackyRosen: Vote NO on these harmful rollbacks! 

🔗: bit.ly/cleanairnv

📞 Want to do more? Call our Senators' D.C. offices and make your voice heard: 
Sen. Cortez Masto: (202) 224-3542
Sen. Rosen: (202) 224-6244",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767707455485556,"Tara Sreekrishnan is a leader in climate and education. She understands what we want in the Silicon Valley. Tara Sreekrishnan has a great track record of fighting against the ridiculously high cost of living, and is running for Assembly to lead California in making investments in education, affordable housing, a clean energy future, and a safe climate for us all. Vote Tara for Assembly!,Tara Sreekrishnan is a leader in climate and education. She understands what we want in the Silicon Valley. Tara Sreekrishnan has a great track record of fighting against the ridiculously high cost of living, and is running for Assembly to lead California in making investments in education, affordable housing, a clean energy future, and a safe climate for us all. Vote Tara for Assembly!",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreidg3ra4tzqydm2524ods4r3ln4by2fjnrwaklomvwsgdga47tvmoq,Natural gas is the transition fuel from fossil fuels to sustainables and true energy independence. We have massive reserves of natural gas and can burn it cleaner than oil or coal.,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553674661916721,"Over the last four years on City Council, my colleagues and I have worked hard to move Ann Arbor forward. Our work is far from done, and I hope to count on your support for re-election on or before August 6th!",Neutral,,,,"work, need, working, people, better","city council, council, city, mayor, ward, alderman, berwyn, public safety, mclean, mclean county",,38.0,1_city council_council_city_mayor,"**""Local civic engagement""**",Pro-childcare candidates,100446357972424.0,Jen Eyer,2024-07-26,2024-07-27,2024-08-06,Vote Jen Eyer,"Over the last four years on City Council, my colleagues and I have worked hard to move Ann Arbor forward. Our work is far from done, and I hope to count on your support for re-election on or before August 6th!","Re-Elect Jen Eyer, Democrat for Ann Arbor!",votejeneyer.com,"Jen Eyer is a longtime 4th Ward resident, small business owner, community volunteer and mother of two. She is running to lead Ann Arbor to a better future — a future that lives up to our community’s progressive aspirations.","lower_bound: 3000, upper_bound: 3999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.007255},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.004837},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.002418},{""age"":""55-64"",""gender"":""male"",""percentage"":0.053204},{""age"":""45-54"",""gender"":""male"",""percentage"":0.071342},{""age"":""25-34"",""gender"":""female"",""percentage"":0.154776},{""age"":""35-44"",""gender"":""female"",""percentage"":0.142684},{""age"":""25-34"",""gender"":""male"",""percentage"":0.100363},{""age"":""65+"",""gender"":""female"",""percentage"":0.090689},{""age"":""35-44"",""gender"":""male"",""percentage"":0.073761},{""age"":""65+"",""gender"":""male"",""percentage"":0.045949},{""age"":""18-24"",""gender"":""male"",""percentage"":0.018138},{""age"":""55-64"",""gender"":""female"",""percentage"":0.087062},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.004837},{""age"":""45-54"",""gender"":""female"",""percentage"":0.107618},{""age"":""18-24"",""gender"":""female"",""percentage"":0.035067}","{""region"":""Missouri"",""percentage"":0.00116},{""region"":""Massachusetts"",""percentage"":0.00348},{""region"":""Georgia"",""percentage"":0.00464},{""region"":""Illinois"",""percentage"":0.015081},{""region"":""Indiana"",""percentage"":0.00464},{""region"":""Iowa"",""percentage"":0.00232},{""region"":""Kentucky"",""percentage"":0.00348},{""region"":""Maine"",""percentage"":0.00232},{""region"":""Michigan"",""percentage"":0.831787},{""region"":""California"",""percentage"":0.024362},{""region"":""Nevada"",""percentage"":0.00116},{""region"":""New Mexico"",""percentage"":0.00232},{""region"":""New York"",""percentage"":0.016241},{""region"":""Oregon"",""percentage"":0.00464},{""region"":""Pennsylvania"",""percentage"":0.006961},{""region"":""Tennessee"",""percentage"":0.00232},{""region"":""Texas"",""percentage"":0.006961},{""region"":""Florida"",""percentage"":0.009281},{""region"":""Arkansas"",""percentage"":0.006961},{""region"":""Louisiana"",""percentage"":0.00116},{""region"":""Hawaii"",""percentage"":0.00116},{""region"":""Maryland"",""percentage"":0.00348},{""region"":""Montana"",""percentage"":0.00116},{""region"":""Rhode Island"",""percentage"":0.00116},{""region"":""North Dakota"",""percentage"":0.00116},{""region"":""Colorado"",""percentage"":0.0058},{""region"":""Washington, District of Columbia"",""percentage"":0.00348},{""region"":""New Jersey"",""percentage"":0.00232},{""region"":""Minnesota"",""percentage"":0.00116},{""region"":""Ohio"",""percentage"":0.006961},{""region"":""South Carolina"",""percentage"":0.00116},{""region"":""Utah"",""percentage"":0.00348},{""region"":""Virginia"",""percentage"":0.00116},{""region"":""Wisconsin"",""percentage"":0.00232},{""region"":""Arizona"",""percentage"":0.00232},{""region"":""North Carolina"",""percentage"":0.0058},{""region"":""Washington"",""percentage"":0.00464}","facebook,instagram","lower_bound: 100, upper_bound: 1000",en
1702539123836514,America's natural gas and oil industry has delivered millions of jobs for Americans. Let's keep the momentum.,Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023698392448282,"Since 2012, Pennsylvania’s natural gas industry has fueled more than just energy—it’s driven prosperity across the state through substantial impact fees. With over $2.5 billion contributed, these funds have enhanced infrastructure, environmental initiatives, and public safety in every corner of Pennsylvania, including areas without drilling activity. Here’s why this matters:",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515490457639498,"In this episode of American Potential, host Jeff Crank talks with Matt Curran, grassroots program manager for education and training at Americans for Prosperity, about the upcoming 2027 regulations for light-duty and medium-duty vehicles. Curran discusses the significant impact these regulations will have on both the automotive industry and everyday consumers. With rising concerns over inflation and economic uncertainty, Curran breaks down how these changes will influence the cost of vehicles, fuel efficiency standards, and the broader implications for American families. As the federal government continues to push forward with these new regulations, Curran highlights the importance of staying informed and involved in the legislative process. This episode provides critical insights into how these regulations could reshape the automotive landscape and what it means for you. Tune in to understand the challenges ahead and how we can work together to ensure that American innovation and consumer choice remain at the forefront.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiga5epjujtvkqiyv4cwmohbak6maze52thrt625snpoezn23sgvq4,"A mate just commented on Trumps behaviour: ""thing is immigrants aren't burning down whole neighbourhoods, or flooding whole counties. Climate change is doing that, and will do it more and more. The immigrants are helping tidy it up!""",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911170373736096,"State Representative Denise Mentzer voted for the EXTREME GREEN NEW DEAL that will RAISE YOUR ENERGY BILL $2,700 PER YEAR. Rep. Denise Mentzer is WRONG FOR MACOMB. Vote against Rep. Denise Mentzer on November 5th!",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007242124930578,"Among the Alaska provisions in the reconciliation bill is the removal of environmental restrictions that the Biden administration imposed in the National Petroleum Reserve Alaska. The bill also mandates approval of the Ambler Road corridor, across federal land in Northwest Alaska. And it requires at least six petroleum lease sales in Cook Inlet.",Pro-Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446293248442316,An emergency brake for our climate: cutting methane pollution is the best thing we can do to stop our planet from boiling. Climate activist Sophia Kianni explains 👇,Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafyreiedhij2h2blgz54v6qpegnreaordttnr4e62xmg5vdyd3emj67d6u,"Reforms to UK offshore wind

https://www.byteseu.com/777019/

25 February 2025 by Alex Brinded Proposed reforms by the UK Government to pave the way for clean power by 2030. © Nuttawut Uttamaharad / Shutterstock These reforms would create an energy system with lower bills for households and …",Pro-Climate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
